candidate_id,rank,score,reasoning
CAND_0047521,87,0.5099460184,"4.4-year Junior ML Engineer from HCL with limited core skill coverage (3/7). Partial overlap with JD requirements but gaps in key retrieval and ranking areas. 83% recruiter response rate (highly responsive), career history shows direct ranking/retrieval/search system experience. however 120-day notice period is a significant hiring delay — JD prefers sub-30 days; based in Mumbai, Maharashtra, not in JD's preferred Pune/Noida hubs."
CAND_0021410,88,0.5093165765,"Junior ML Engineer with 4.0 years at Krutrim. Limited core skill overlap (1/7) and weaker alignment with the JD's emphasis on shipped retrieval and search infrastructure. 80% recruiter response rate (highly responsive), career history shows direct ranking/retrieval/search system experience. however 60-day notice period (above the JD's preferred 30-day window but manageable); based in Hyderabad, Telangana, not in JD's preferred Pune/Noida hubs."
CAND_0001819,89,0.5081522615,"ML Engineer with 4.4 YOE at Genpact AI. Only 2/7 core ML pillars matched — below the depth the JD targets for the founding AI engineering team. 75% recruiter response rate (highly responsive). however 60-day notice period (above the JD's preferred 30-day window but manageable); based in Coimbatore, Tamil Nadu, not in JD's preferred Pune/Noida hubs."
CAND_0008677,90,0.5076854069,"5.8-year Senior Software Engineer from PolicyBazaar with limited core skill coverage (1/7). Partial overlap with JD requirements but gaps in key retrieval and ranking areas. Based in Pune/Noida (JD's target location), 76% recruiter response rate (highly responsive). however 120-day notice period is a significant hiring delay — JD prefers sub-30 days."
CAND_0091745,91,0.5070969291,"Junior ML Engineer at Locobuzz, 5.9 YOE. 3/7 core matches — included as a borderline candidate; strongest signal is Fine-tuning LLMs but overall JD alignment is weaker. 30-day notice period (within JD's preferred window), based in Pune/Noida (JD's target location)."
CAND_0074486,92,0.5056434413,"Lower-ranked Computer Vision Engineer (5.5 YOE, Nykaa). 0/7 core pillars; profile is adjacent to JD requirements but lacks the production ranking system experience the role demands. 30-day notice period (within JD's preferred window), based in Pune/Noida (JD's target location)."
CAND_0055951,93,0.5047017236,"Analytics Engineer with 7.2 YOE at PolicyBazaar. Only 1/7 core ML pillars matched — below the depth the JD targets for the founding AI engineering team. 30-day notice period (within JD's preferred window), 78% recruiter response rate (highly responsive). however based in Indore, Madhya Pradesh, not in JD's preferred Pune/Noida hubs."
CAND_0050742,94,0.5013774044,"Data Engineer with 4.3 YOE at Meesho. Only 1/7 core ML pillars matched — below the depth the JD targets for the founding AI engineering team. 30-day notice period (within JD's preferred window), based in Pune/Noida (JD's target location)."
CAND_0060120,95,0.501220725,".NET Developer at Globex Inc with 7.7 YOE. Below-threshold core skill match (0/7); included as a filler based on Systems Architecture relevance. 30-day notice period (within JD's preferred window), 81% recruiter response rate (highly responsive). however based in Chennai, Tamil Nadu, not in JD's preferred Pune/Noida hubs."
CAND_0005883,96,0.4987307576,"3.5-year Computer Vision Engineer from Unacademy. 2/7 core skills — some relevant background in Vector Search but missing depth in retrieval systems and evaluation frameworks the JD requires. 30-day notice period (within JD's preferred window), 78% recruiter response rate (highly responsive). however based in Hyderabad, Telangana, not in JD's preferred Pune/Noida hubs; 3.5 YOE is below the JD's 5-9 year target range."
CAND_0022484,97,0.4984090049,"4.1-year Mechanical Engineer from Dunder Mifflin with limited core skill coverage (4/7). Partial overlap with JD requirements but gaps in key retrieval and ranking areas. 30-day notice period (within JD's preferred window), based in Pune/Noida (JD's target location). however no GitHub linked (JD values open-source contributions)."
CAND_0073804,98,0.4976943424,"7.2-year Analytics Engineer from Hooli. 1/7 core skills — some relevant background in Vector Search but missing depth in retrieval systems and evaluation frameworks the JD requires. Career history shows direct ranking/retrieval/search system experience. however 60-day notice period (above the JD's preferred 30-day window but manageable); based in Mumbai, Maharashtra, not in JD's preferred Pune/Noida hubs."
CAND_0024549,99,0.497638851,"5.2-year AI Specialist from Infosys. 0/7 core skills — some relevant background in Systems Architecture but missing depth in retrieval systems and evaluation frameworks the JD requires. 85% recruiter response rate (highly responsive). however 45-day notice period (above the JD's preferred 30-day window but manageable); based in Mumbai, Maharashtra, not in JD's preferred Pune/Noida hubs."
CAND_0017722,100,0.49753483,"Data Scientist at Saarthi.ai with 5.7 YOE. Below-threshold core skill match (2/7); included as a filler based on Vector Search relevance. Based in Pune/Noida (JD's target location), career history shows direct ranking/retrieval/search system experience. however 45-day notice period (above the JD's preferred 30-day window but manageable)."
